Gene Name	Mutation Count	Associated Phenotypes
B1393	2	alanine utilization:Resistant;growth:Resistant;copper:Sensitive;sds:Sensitive
B1398	6	thiolactomycin:Resistant;taurocholate:Sensitive;fucose:Sensitive;ionizing radiation:Resistant;cefsulodin:Sensitive;heat:Resistant;n-butanol:Resistant;cholate:Sensitive;bile:Sensitive;ethanol:Resistant
B1399	5	growth:Resistant;doxorubicin:Resistant;sds:Sensitive;alanine utilization:Resistant;l-valine:Sensitive;cecropin b:Sensitive;acid:Resistant;n-butanol:Resistant;cobalt:Sensitive
B2621	2	gentamicin:Sensitive;azithromycin:Sensitive;hydroxyurea:Sensitive;vancomycin:Sensitive;glufosfomycin:Resistant;sulfamonomethoxine:Resistant;phleomycin:Sensitive;norepinephrine:Resistant;erythromycin:Sensitive;bleomycin:Sensitive;chloropromazine:Sensitive;calcofluor:Sensitive;novobiocin:Sensitive;mitomycin c:Sensitive;amikacin:Sensitive;uv radiation:Sensitive;clarythromycin:Sensitive;a22:Resistant;heat:Sensitive;egta:Resistant;acid:Sensitive;theophylline:Sensitive;triton x:Sensitive;trimethoprim:Resistant;fusidic acid:Sensitive;levofloxacin:Sensitive;mecillinam:Resistant;verapamil:Resistant;sds:Sensitive
B2620	5	growth:Resistant;kasugamycin:Sensitive;gentamicin:Sensitive;cold:Sensitive;bacitracin:Sensitive;novobiocin:Sensitive;heat:Sensitive;alanine utilization:Resistant;methyl methanesulfonate:Sensitive;furfural:Resistant;asparagine utilization:Resistant;erythromycin:Sensitive;clarythromycin:Sensitive;bleomycin:Sensitive;triton x:Sensitive;acid:Sensitive
B2623	2	growth:Resistant;peroxide:Sensitive
B2622	1	glufosfomycin:Sensitive;deoxycholate:Sensitive;methotrexate:Resistant;actinomycin d:Sensitive;acid:Sensitive;dibucaine:Sensitive;sds:Sensitive
B2625	4	growth:Resistant;ionizing radiation:Resistant
B2624	1	uv radiation:Resistant;peroxide:Resistant;iron:Resistant
B2627	8	growth:Resistant;cefoxitin:Resistant;clarythromycin:Resistant;ethanol:Sensitive;ciprofloxacin:Sensitive;verapamil:Resistant;trimethoprim:Sensitive;ionizing radiation:Resistant;egcg:Resistant;mecillinam:Sensitive;taurocholate:Resistant;nitrofurantoin:Resistant
B2626	4	growth:Resistant;luria-bertani broth:Sensitive;mops:Sensitive
B2629	5	alanine utilization:Resistant;glycine utilization:Resistant;aspartate utilization:Resistant;growth:Resistant;polymixin b:Resistant
B2628	4	growth:Resistant
ECB_T00050	1	growth:Resistant
ECB_T00055	4	heat:Resistant
ECB_00815	1	growth:Resistant
ECB_00814	1	growth:Resistant
ECB_00817	1	growth:Resistant
ECB_00816	1	growth:Resistant
ECB_00811	3	growth:Resistant
ECB_00810	5	growth:Resistant
ECB_00813	8	growth:Resistant
ECB_00812	6	growth:Resistant
ECB_00819	1	growth:Resistant
ECB_00818	1	growth:Resistant
ECW_M4618	6	sodium chloride:Sensitive
ECW_M4345	249	sodium chloride:Sensitive
LPOA	1	sodium chloride:Sensitive
ECW_M1041	21	sodium chloride:Resistant
ECW_M1047	7	sodium chloride:Resistant
ECW_M1048	6	sodium chloride:Resistant
B0915	3	growth:Resistant;l-valine:Sensitive;mops:Sensitive;methylglyoxal:Sensitive;fucose:Sensitive
B0446	8	tetracycline:Resistant;clarythromycin:Resistant;nigericin:Sensitive;trimethoprim:Sensitive;dibucaine:Sensitive;norepinephrine:Resistant;mecillinam:Sensitive;bacimethrin:Resistant;ethidium bromide:Sensitive;ampicillin:Sensitive;puromycin:Sensitive;doxorubicin:Sensitive;methotrexate:Sensitive;azetreonam:Sensitive;ionizing radiation:Resistant;ciprofloxacin:Sensitive;growth:Resistant;cefoxitin:Sensitive;ethanol:Sensitive;chloramphenicol:Sensitive;benzalkonium chloride:Sensitive;pyocyanin:Sensitive;paraquat:Sensitive;doxycycline:Sensitive
B0917	3	growth:Resistant;acriflavine:Sensitive;azidothymidine:Sensitive;bacitracin:Sensitive;vancomycin:Sensitive;fucose:Sensitive;luria-bertani broth:Sensitive;phleomycin:Sensitive;polymixin b:Sensitive;dibucaine:Sensitive;trimethoprim:Resistant
B0916	6	growth:Resistant;tobramycin:Resistant;ethanol:Resistant
B0443	4	growth:Resistant;glycine utilization:Resistant;tetracycline:Resistant;doxycycline:Sensitive;rifampicin:Sensitive;chloramphenicol:Sensitive;trimethoprim:Sensitive;paraquat:Resistant;clarythromycin:Sensitive;indolicidin:Resistant
B0910	5	growth:Resistant;glufosfomycin:Sensitive;azidothymidine:Sensitive;bacitracin:Sensitive;nitrofurantoin:Sensitive;cisplatin:Sensitive;doxycycline:Sensitive;chloramphenicol:Sensitive;methyl methanesulfonate:Sensitive;dibucaine:Sensitive;cold:Sensitive;tetracycline:Sensitive;paraquat:Sensitive
B0441	10	sodium chloride:Sensitive;doxycycline:Sensitive;tetracycline:Resistant;novobiocin:Sensitive;bacitracin:Sensitive;vancomycin:Sensitive;sodium chloride:Resistant;pyocyanin:Sensitive;benzalkonium chloride:Sensitive;chloramphenicol:Sensitive;nigericin:Sensitive;trimethoprim:Sensitive;ionizing radiation:Resistant;amikacin:Sensitive;n-butanol:Resistant;amikacin:Resistant;tetracycline:Sensitive
B0912	8	glycine utilization:Resistant;succinate:Sensitive;theophylline:Sensitive;peroxide:Resistant;ceftazidime:Sensitive;cholate:Sensitive;trimethoprim:Sensitive;mecillinam:Sensitive;fosfomycin:Sensitive;cefsulodin:Resistant;methylglyoxal:Sensitive;cecropin b:Sensitive;ciprofloxacin:Sensitive;growth:Resistant;acetate:Sensitive;methacrylate:Resistant;a22:Resistant;copper:Sensitive;egcg:Sensitive;fucose:Sensitive;l-valine:Sensitive;acid:Sensitive;malate:Sensitive;etda:Sensitive;taurocholate:Resistant;chir-090:Sensitive;tunicamycin:Sensitive;iron:Sensitive;cetylpyridinium chloride:Resistant;uv radiation:Resistant;sds:Sensitive;norfloxacin:Sensitive;glycerol:Sensitive;maltose:Sensitive
B0919	3	growth:Resistant;phleomycin:Sensitive;trimethoprim:Sensitive;mecillinam:Sensitive;ciprofloxacin:Sensitive;polymixin b:Resistant
B0918	3	growth:Resistant;l-valine:Sensitive;methylglyoxal:Sensitive;fucose:Sensitive
B0449	5	sodium chloride:Sensitive;tetracycline:Resistant;azithromycin:Sensitive;nitrofurantoin:Sensitive;trimethoprim:Sensitive;dibucaine:Sensitive;mecillinam:Sensitive;isopentenol:Resistant;indolicidin:Resistant;mitomycin c:Sensitive;triton x:Sensitive;fusidic acid:Resistant;spectinomycin:Resistant;growth:Resistant;methotrexate:Sensitive;chloramphenicol:Sensitive;benzalkonium chloride:Sensitive;pyocyanin:Sensitive;doxycycline:Sensitive;levofloxacin:Sensitive;egta:Sensitive;bleomycin:Resistant;sulfamethoxazole:Resistant;sds:Sensitive;paraquat:Resistant;bile:Sensitive
B0448	3	doxycycline:Sensitive;tetracycline:Resistant;chloramphenicol:Sensitive;norfloxacin:Resistant;trimethoprim:Sensitive;methylglyoxal:Sensitive;l-valine:Sensitive;amikacin:Resistant
B3936	7	sodium chloride:Sensitive;gentamicin:Sensitive;azithromycin:Sensitive;fusidic acid:Sensitive;luria-bertani broth:Sensitive;cerulenin:Resistant;paraquat:Resistant;maltose:Resistant;egcg:Resistant;acriflavine:Sensitive;ceftazidime:Resistant;streptonigrin:Sensitive;rifampicin:Resistant;verapamil:Resistant;pms:Sensitive;clarythromycin:Sensitive;amikacin:Resistant;acetate:Resistant;growth:Resistant;novobiocin:Resistant;spectinomycin:Sensitive;methotrexate:Resistant;azidothymidine:Sensitive;sds:Sensitive;copper:Sensitive;fucose:Sensitive;rifampicin:Sensitive;l-valine:Sensitive;doxycycline:Sensitive;nalidixic acid:Resistant;etda:Sensitive;ampicillin:Resistant;chir-090:Sensitive;deoxycholate:Sensitive;sulfamethoxazole:Sensitive;ciprofloxacin:Resistant;indolicidin:Sensitive;egta:Resistant;minocycline:Sensitive;epinephrine:Sensitive;cold:Sensitive;actinomycin d:Sensitive;nigericin:Resistant;trimethoprim:Sensitive;isoniazid:Sensitive;tetracycline:Sensitive
B3937	3	tobramycin:Sensitive;sulfamethoxazole:Sensitive;fucose:Sensitive;luria-bertani broth:Sensitive;trimethoprim:Sensitive;methylglyoxal:Sensitive;l-valine:Sensitive;mops:Sensitive
B3934	8	growth:Resistant;tobramycin:Resistant;cefoxitin:Resistant;azidothymidine:Sensitive;cerulenin:Sensitive;sulfamethoxazole:Sensitive;sodium chloride:Resistant;copper:Sensitive;cholate:Sensitive;luria-bertani broth:Resistant;doxycycline:Resistant;heat:Resistant;clarythromycin:Sensitive;sulfamonomethoxine:Sensitive;bile:Sensitive
B3935	3	heat:Resistant;methyl methanesulfonate:Sensitive;luria-bertani broth:Sensitive;mops:Sensitive
B3932	4	sodium chloride:Sensitive;gentamicin:Sensitive;triton x:Resistant;trimethoprim:Sensitive;heat:Resistant;mecillinam:Sensitive;bile:Resistant;oxacillin:Sensitive;amikacin:Sensitive;cecropin b:Resistant;amoxicillin:Resistant;methylglyoxal:Sensitive;tobramycin:Sensitive;cisplatin:Resistant;spiramycin:Sensitive;etda:Resistant;cobalt:Resistant;taurocholate:Resistant;paraquat:Sensitive;chir-090:Sensitive;nickel:Sensitive;egta:Sensitive;edta:Resistant;l-valine:Sensitive;rifampicin:Resistant;sds:Resistant
B3933	3	decanoic acid:Sensitive;fucose:Sensitive;methylglyoxal:Sensitive;l-valine:Sensitive;heat:Resistant;butanediol:Resistant
B3930	4	bacitracin:Resistant;thymol:Resistant;novobiocin:Resistant;ceftazidime:Sensitive;fucose:Sensitive;methyl methanesulfonate:Resistant;egta:Resistant;3-hp:Resistant;norfloxacin:Sensitive;methylglyoxal:Sensitive;l-valine:Sensitive;isoniazid:Sensitive;pyocyanin:Sensitive;ciprofloxacin:Sensitive;cold:Resistant
B3931	6	growth:Resistant;amoxicillin:Resistant;spectinomycin:Sensitive;bleomycin:Sensitive;tetracycline:Sensitive;tobramycin:Sensitive;hydroxyurea:Sensitive;doxycycline:Resistant;ceftazidime:Sensitive;carbenicillin:Resistant;sodium chloride:Sensitive;fucose:Sensitive;gentamicin:Sensitive;streptomycin:Sensitive;paraquat:Resistant;nalidixic acid:Resistant;cefaclor:Sensitive;l-valine:Sensitive;heat:Resistant;mecillinam:Sensitive;chir-090:Sensitive
B3938	21	growth:Resistant;sodium chloride:Sensitive;cerulenin:Sensitive;methotrexate:Resistant;cold:Sensitive;tobramycin:Resistant;cefoxitin:Sensitive;sulfamethoxazole:Sensitive;sodium chloride:Resistant;egta:Sensitive;ethidium bromide:Sensitive;epinephrine:Sensitive;acetate:Resistant;trimethoprim:Sensitive;ethanol:Resistant;edta:Sensitive;cefaclor:Sensitive;heat:Resistant;sulfamonomethoxine:Sensitive;amikacin:Resistant;chir-090:Sensitive
B3939	10	growth:Resistant;tobramycin:Resistant;acetate:Sensitive;succinate:Sensitive;maltose:Sensitive;bile:Resistant;glucosamine:Sensitive;chir-090:Sensitive;ammonia chloride:Sensitive;propidium iodide:Resistant;glucose:Sensitive;glycerol:Sensitive;spiramycin:Resistant;iron:Sensitive;nigericin:Resistant;heat:Resistant;dibucaine:Resistant;taurocholate:Resistant;n-acetylglucosamine:Sensitive
B0709	5	growth:Resistant;ampicillin:Sensitive;triton x:Resistant;sulfamethoxazole:Sensitive;sodium chloride:Resistant;verapamil:Resistant;cccp:Sensitive;spectinomycin:Resistant;mops:Sensitive
B0700	9	growth:Resistant;isobutanol:Resistant;heat:Resistant
B0701	1	growth:Resistant;glycine utilization:Resistant
RYEF	2	doxycycline:Sensitive;novobiocin:Resistant;cholate:Resistant;nickel:Resistant;deoxycholate:Resistant;a22:Resistant;iron:Sensitive;glufosfomycin:Resistant;verapamil:Resistant;nigericin:Sensitive;paraquat:Resistant;cold:Sensitive;sds:Sensitive;isoniazid:Sensitive
B0704	5	growth:Resistant;levofloxacin:Sensitive;nalidixic acid:Sensitive;nickel:Sensitive;heat:Resistant;ciprofloxacin:Sensitive
B0705	2	mecillinam:Sensitive;trimethoprim:Sensitive;acetate:Resistant;furfural:Resistant
B0706	5	growth:Resistant;etda:Sensitive;mitomycin c:Sensitive;nickel:Sensitive;fucose:Sensitive;trimethoprim:Sensitive;methylglyoxal:Sensitive;sds:Sensitive;l-valine:Sensitive;mecillinam:Sensitive
B0707	4	growth:Resistant;methylglyoxal:Sensitive;azithromycin:Sensitive;luria-bertani broth:Sensitive;edta:Sensitive;sds:Sensitive;l-valine:Sensitive;mops:Sensitive
ECB_02118	14	heat:Resistant
ECB_02119	2	heat:Resistant
ECB_03641	9	heat:Resistant
ECB_03640	2	growth:Resistant
ECB_03645	37	heat:Resistant
ECB_03644	32	heat:Resistant
ECB_03646	2	heat:Resistant
ECB_03648	7	heat:Resistant
B4379	4	growth:Resistant;azithromycin:Sensitive;fucose:Sensitive;chloramphenicol:Sensitive;cobalt:Resistant;nalidixic acid:Resistant;sds:Sensitive;l-valine:Sensitive;heat:Resistant
B4378	8	growth:Resistant;kasugamycin:Sensitive;cefaclor:Resistant;fucose:Sensitive;norfloxacin:Sensitive;methylglyoxal:Sensitive;l-valine:Sensitive;heat:Resistant
B4375	6	growth:Resistant;tobramycin:Resistant;spectinomycin:Sensitive;novobiocin:Sensitive;ceftazidime:Sensitive;rifampicin:Sensitive;fosfomycin:Sensitive;alanine utilization:Resistant;luria-bertani broth:Sensitive;carbenicillin:Sensitive;cold:Sensitive;cefaclor:Sensitive;cefsulodin:Sensitive;heat:Resistant;chloropromazine:Sensitive;actinomycin d:Resistant
B4374	2	azidothymidine:Sensitive;cholate:Resistant;theophylline:Sensitive;heat:Sensitive;sulfamonomethoxine:Resistant;radicicol:Sensitive;cecropin b:Sensitive;heat:Resistant;polymixin b:Resistant
B4377	4	growth:Resistant;iron:Sensitive;cecropin b:Sensitive;heat:Resistant;alkaline:Resistant;streptonigrin:Resistant;cobalt:Sensitive
B4376	5	sodium chloride:Sensitive;heat:Resistant;growth:Resistant;norvaline:Resistant;egcg:Resistant
B4371	10	growth:Resistant;tobramycin:Resistant;cold:Sensitive;decanoic acid:Sensitive;gentamicin:Resistant;peroxide:Resistant;egta:Sensitive;fucose:Sensitive;alanine utilization:Resistant;luria-bertani broth:Sensitive;trimethoprim:Sensitive;norfloxacin:Sensitive;methylglyoxal:Sensitive;amoxicillin:Sensitive;l-valine:Sensitive;heat:Resistant;polymixin b:Resistant;mops:Sensitive
B4373	4	tunicamycin:Resistant;nalidixic acid:Sensitive;sodium chloride:Resistant;bicyclomycin:Sensitive;cobalt:Resistant;heat:Resistant
B4372	2	peroxide:Sensitive;heat:Resistant;erythromycin:Sensitive
ECB_03397	8	heat:Resistant
ECB_03396	7	heat:Resistant
ECB_03395	9	heat:Resistant
ECB_03394	5	heat:Resistant
ECB_03393	6	heat:Resistant
ECB_03392	8	heat:Resistant
ECB_03391	6	heat:Resistant
ECB_03390	7	heat:Resistant
ECB_03398	6	heat:Resistant
ECK2994	1	ethanol:Sensitive;ceftazidime:Sensitive;bacitracin:Sensitive;etda:Sensitive;sds:Sensitive
B4119	7	tetracycline:Resistant;azidothymidine:Sensitive;sodium chloride:Resistant;egta:Sensitive;fucose:Sensitive;luria-bertani broth:Sensitive;epinephrine:Sensitive;nigericin:Resistant;l-valine:Sensitive;heat:Resistant;fusidic acid:Resistant
B1478	7	growth:Resistant;tobramycin:Resistant;novobiocin:Sensitive;methylglyoxal:Sensitive;sds:Sensitive;asparagine utilization:Resistant;n-acetylglucosamine:Sensitive
B4111	7	isobutanol:Resistant;peroxide:Resistant;phleomycin:Sensitive;heat:Resistant;mecillinam:Sensitive;d-cycloserine:Sensitive;doxorubicin:Resistant;amoxicillin:Sensitive;cisplatin:Sensitive;streptomycin:Sensitive;spiramycin:Resistant;procaine:Resistant;glufosfomycin:Sensitive;spectinomycin:Sensitive;nalidixic acid:Resistant;puromycin:Resistant;paraquat:Sensitive;chir-090:Sensitive;actinomycin d:Sensitive;iron:Sensitive;ciprofloxacin:Sensitive;nigericin:Resistant;rifampicin:Resistant;dibucaine:Resistant
B1470	3	growth:Resistant;ampicillin:Sensitive;streptonigrin:Sensitive;fucose:Sensitive;fusidic acid:Sensitive;methylglyoxal:Sensitive;l-valine:Sensitive
B4113	11	growth:Resistant;alanine utilization:Resistant;zinc:Sensitive;sodium chloride:Resistant;colistin:Resistant;acid:Sensitive;iron:Resistant;heat:Resistant;deoxycholic acid:Sensitive;polymixin b:Resistant
B1472	4	growth:Resistant;bromoacetate:Sensitive;butyrolactone:Sensitive
B1475	4	growth:Resistant;cefoxitin:Resistant;fucose:Sensitive;verapamil:Sensitive;trimethoprim:Sensitive;methylglyoxal:Sensitive;l-valine:Sensitive;clarythromycin:Sensitive;mecillinam:Sensitive;triton x:Sensitive
B1474	9	growth:Resistant;sulfamethoxazole:Sensitive;fucose:Sensitive;chloramphenicol:Sensitive;ethanol:Resistant;methylglyoxal:Sensitive;l-valine:Sensitive;clarythromycin:Sensitive;benzoate:Resistant;ciprofloxacin:Sensitive
B1477	8	growth:Resistant;glycine utilization:Resistant;l-valine:Sensitive;alanine utilization:Resistant;chloramphenicol:Sensitive;asparagine utilization:Resistant;glucose limitation:Resistant;benzoate:Resistant;mops:Sensitive
B1476	8	growth:Resistant;puromycin:Sensitive;a22:Resistant;fucose:Sensitive;chloramphenicol:Sensitive;ionizing radiation:Resistant;methylglyoxal:Sensitive;l-valine:Sensitive;propidium iodide:Sensitive;benzoate:Resistant
ECB_04011	11	heat:Resistant
ECB_04010	10	heat:Resistant
ECB_04013	17	heat:Resistant
ECB_04012	12	heat:Resistant
ECB_04015	7	heat:Resistant
ECB_04014	7	heat:Resistant
ECB_04017	7	heat:Resistant
ECB_04016	7	heat:Resistant
ECB_04019	13	heat:Resistant
ECB_04018	6	heat:Resistant
2	1	doxycycline:Sensitive;tobramycin:Resistant;tetracycline:Sensitive;nitrofurantoin:Resistant;trimethoprim:Resistant
ECW_M2816	8	sodium chloride:Sensitive
B3195	7	clarythromycin:Resistant;luria-bertani broth:Sensitive;minocycline:Sensitive;trimethoprim:Sensitive;dibucaine:Sensitive;cefsulodin:Sensitive;thiolactomycin:Resistant;puromycin:Sensitive;sulfamethoxazole:Sensitive;nalidixic acid:Sensitive;decanoic acid:Resistant;spectinomycin:Sensitive;tobramycin:Sensitive;fucose:Sensitive;chloramphenicol:Sensitive;acid:Sensitive;benzalkonium chloride:Sensitive;vancomycin:Resistant;doxycycline:Sensitive;triclosan:Sensitive;ciprofloxacin:Resistant;egta:Sensitive;bleomycin:Resistant;edta:Resistant;ethanol:Resistant;edta:Sensitive;sds:Sensitive;norfloxacin:Sensitive;tetracycline:Sensitive
B4155	10	bicyclomycin:Resistant;luria-bertani broth:Sensitive;alkaline:Resistant;egta:Resistant;norepinephrine:Sensitive;fucose:Sensitive;furfural:Sensitive;azetreonam:Sensitive;methyl methanesulfonate:Sensitive;a22:Sensitive;chloramphenicol:Resistant;l-valine:Sensitive;heat:Resistant;chloropromazine:Sensitive;acid:Sensitive;paraquat:Sensitive
B4154	6	heat:Resistant;acetate:Resistant;taurocholate:Resistant
B1436	2	growth:Resistant;chloramphenicol:Sensitive;uv radiation:Sensitive;taurocholate:Resistant
B1897	9	growth:Resistant;sodium chloride:Sensitive;osmotic stress:Resistant;hydroxyurea:Sensitive;sodium chloride:Resistant;glycerol:Resistant;phleomycin:Sensitive;ethidium bromide:Sensitive;dessication:Resistant
B1896	14	growth:Resistant;sodium chloride:Sensitive;osmotic stress:Resistant;high pressure:Resistant;arsenite:Sensitive;sodium chloride:Resistant;glycerol:Resistant;glucose:Sensitive;mercury:Sensitive;norfloxacin:Sensitive;n-hexane:Resistant;dessication:Resistant
B1895	7	growth:Resistant;streptonigrin:Sensitive;trimethoprim:Sensitive;phenazine methosulfate:Sensitive;uv radiation:Sensitive;low shear modeled microgravity:Resistant
B1892	10	growth:Resistant;novobiocin:Resistant;cefoxitin:Resistant;nitrofurantoin:Sensitive;rifampicin:Sensitive;ampicillin:Resistant;alanine utilization:Resistant;nitrofurantoin:Resistant;piperacillin:Resistant
B1891	10	growth:Resistant;cefoxitin:Resistant;cefoxitin:Sensitive;ampicillin:Resistant;bleomycin:Resistant;furfural:Resistant;piperacillin:Resistant
B4402	9	glycine utilization:Resistant;azithromycin:Sensitive;vancomycin:Sensitive;peroxide:Resistant;fusidic acid:Sensitive;phleomycin:Sensitive;mecillinam:Sensitive;chloropromazine:Sensitive;procaine:Resistant;triton x:Resistant;acriflavine:Sensitive;ampicillin:Sensitive;sulfamethoxazole:Sensitive;nalidixic acid:Sensitive;cisplatin:Sensitive;fosfomycin:Sensitive;ethidium bromide:Sensitive;methotrexate:Sensitive;azetreonam:Sensitive;methyl methanesulfonate:Sensitive;alkaline:Sensitive;methylglyoxal:Sensitive;amikacin:Sensitive;glufosfomycin:Sensitive;enoxacin:Sensitive;ciprofloxacin:Sensitive;polymixin b:Resistant;growth:Resistant;cefoxitin:Sensitive;pms:Sensitive;rifampicin:Sensitive;chloramphenicol:Sensitive;acid:Sensitive;etda:Sensitive;benzalkonium chloride:Sensitive;pyocyanin:Sensitive;streptonigrin:Sensitive;egta:Sensitive;ethanol:Resistant;sds:Sensitive;l-valine:Sensitive;isoniazid:Sensitive
B4153	8	growth:Resistant;ethidium bromide:Resistant;triton x:Resistant;amoxicillin:Sensitive;sulfamethoxazole:Sensitive;glufosfomycin:Resistant;propidium iodide:Sensitive;bile:Sensitive;alanine utilization:Resistant;etda:Resistant;epinephrine:Sensitive;dibucaine:Sensitive;edta:Sensitive;benzalkonium chloride:Resistant;heat:Resistant;sulfamonomethoxine:Sensitive;sds:Resistant;spiramycin:Resistant;alkaline:Sensitive
